Location,URL,SKU,Title,Price,Category,Num_Bedrooms,Num_Bathrooms,Floor_Area,Land_Area,Description,Agent_Name,Agent_Link,Agent_Verification,File,Latitude,Longitude,LRTHubName,LRTHubDist,BusHubName,BusHubDist,HospitalHubName,HospitalHubDist,MallHubName,MallHubDist,SchoolHubName,SchoolHubDist,BusCount,HospitalCount,MallCount,SchoolCount,Concat,Property Type,Processed_Location,Matched_Zonal_Value
"Bagong Barrio West, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/warehouse-commercial-lot-caloocan-171603561131/,CO663E274DAD99EPH,Warehouse commercial lot caloocan,75000000.0,commercial,0.0,0.0,0.0,540.0,Lot for Warehouse hotel commercial One street away from Edsa Cornerlot along Gen. Tinio st. Price 75 million net negotiable ,Tess Nakano,https://www.lamudi.com.ph/tess-nakano-tessjcyahoocom/,FULLY VERIFIED,Caloocan,120.9949718,14.6614257,Balintawak,1.04076497460512,n7961970635,0.517641614596881,n255060848,0.371627043314376,North Mall,1.3222538197434,w677535594,0.362235805342079,10,5,0,15,75000000.0 commercial 0.0 0.0 0.0 540.0,CR,bagong barrio west caloocan,1800
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/banker-s-village-north-caloocan-lot-area-336-sqm-i-172386576519/,LA66C01AA555FBCPH,"BANKER'S VILLAGE North CALOOCAN Lot Area 336 sqm inner lot 12,000 sqm",4032000.0,land,0.0,0.0,0.0,336.0,"BANKER'S VILLAGE 1, Brgy 171, Bagumbong, North Caloocan City Lot Area 336 sqm inner lot Price Php 12,000 sqm. neg Ramon Zamuco, Jr. REB PRC Licensed Real Estate Broker No. 0031074",Ramon Zamuco Jr.,https://www.lamudi.com.ph/mon-zamuco-jr/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,4032000.0 land 0.0 0.0 0.0 336.0,CR,bagumbong caloocan,57000
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/2-8-hectare-lot-for-sale-in-brgy-bagumbong-north-c-169802769056/,LA6535D8AAA5E6CPH,"2.8 Hectare Lot for Sale in Brgy. Bagumbong, North Caloocan City",420000000.0,land,0.0,0.0,0.0,28000.0,"TG SM193.1 1A 2.8 Hectare Lot for Sale in Brgy. Bagumbong, North Caloocan City Lot Area 28,000 sqm 420,000,000 NET 15k sqm Clean title",Realus Realtors,https://www.lamudi.com.ph/-agn-740791/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,420000000.0 land 0.0 0.0 0.0 28000.0,CR,bagumbong caloocan,20000
"Bagong Barrio West, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/commercial-building-in-balintawak-for-sale-166063257480/,CO62FB3DFEA7E07PH,"3 Storey Commercial Building in Balintawak, Caloocan For Sale",233000000.0,commercial,0.0,0.0,2000.0,720.0,"3 Storey Commercial Building with Warehouse With Residential, Office and Manufacturing and Warehouse Facility Open parking Space inside Roof deck Open Space on te 3rd floor 2 mins to Toyota EDSA balintawak Very Quiet Street 1 day in advance for the view",Bengene Placido,https://www.lamudi.com.ph/bengene-placido-lisitngin-corporation-agn/,FULLY VERIFIED,Caloocan,120.9949718,14.6614257,Balintawak,1.04076497460512,n7961970635,0.517641614596881,n255060848,0.371627043314376,North Mall,1.3222538197434,w677535594,0.362235805342079,10,5,0,15,233000000.0 commercial 0.0 0.0 2000.0 720.0,CR,bagong barrio west caloocan,57000
"Balintawak, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/exceedingly-great-offer-for-balintawak-edsa-invest-171264697191/,LA6614EB3B9C082PH,exceedingly great offer for Balintawak EDSA investors,395000000.0,land,0.0,0.0,0.0,1867.0,bounded by 2 roads with main entrance has access to EDSA. currently a vacant lot with a highest and best use of a high rise property. close to NLEX and Sky way. can ne used as a warehouse for easy access of goods and time saver to transportation for your,Bernard John Calata,https://www.lamudi.com.ph/bernard-john-calata/,FULLY VERIFIED,Caloocan,121.0075838,14.6556451,Balintawak,0.46083552558969,n5401255243,0.286232363974977,r14604339,1.27072000863666,S&R Membership Shopping - Congressional,1.39212359861422,r16053819,0.168438538875639,10,0,0,6,395000000.0 land 0.0 0.0 0.0 1867.0,CR,balintawak caloocan,2900
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/msg-03-0261-perpetual-help-village-bagumbong-caloo-170660733630/,LA65B8C2E88498CPH,"MSG 03 0261 PERPETUAL HELP VILLAGE, Bagumbong,Caloocan Foreclosed Residential Lot",3026000.0,land,0.0,0.0,0.0,340.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,3026000.0 land 0.0 0.0 0.0 340.0,CR,bagumbong caloocan,**
"Kaybiga, Caloocan",https://www.lamudi.com.ph/projects/vista-verde-executive-village-caloocan/13-lots-for-sale-in-vista-verde-executive-village-166695420854/,LA635BB3E0ABBBFPH,"Lot for Sale in Vista Verde Executive Village, Caloocan City",2560000.0,land,0.0,0.0,0.0,160.0,"JP CP ""Experience an exceptional Subdivision lifestyle at the heart of Kaybiga Vista Verde Executive Village Caloocan is a Subdivision in Caloocan, one of the top cities in Metro Manila. Vista Verde Executive Village Caloocan provides its residents w",27C Realty,https://www.lamudi.com.ph/27c-realty/,FULLY VERIFIED,Caloocan,121.0073714,14.72475527,Balintawak,7.46379697652544,n10285777978,1.11105415968375,n255058913,0.578509924152044,One Mall Valenzuela,4.16965614616698,w738705234,0.253507708155187,0,3,0,7,2560000.0 land 0.0 0.0 0.0 160.0,CR,kaybiga caloocan,**
"Deparo, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/for-sale-deparo-caloocan-lot-a-builder-and-develop-171412389730/,LA662B7479DCEEEPH,"For Sale Deparo, Caloocan Lot, A Builder and Developer s Dream Opportunity!",3600000.0,land,0.0,0.0,0.0,292.0,"Rush Sale Seize the chance to own a versatile vacant lot in the heart of Deparo Caloocan. Perfect for constructing a modern apartment complex, elegant townhouses, or a serene retirement home. Strategic Location Nestled at a crossroads of convenience, t",Vilma Limuco,https://www.lamudi.com.ph/vilma-p-limuco-agn-328546/,FULLY VERIFIED,Caloocan,121.0204681,14.738791,Roosevelt,8.98246784641458,n10285777984,2.05383617453091,w796759425,1.28639393246835,Rustan’s Supercenter,3.14588656454041,n10889215132,0.223599820429693,0,0,0,12,3600000.0 land 0.0 0.0 0.0 292.0,CR,deparo caloocan,88000
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/msg-03-0256-perpetual-help-village-bagumbong-caloo-170660733182/,LA65B8C2E367EC3PH,"MSG 03 0256 PERPETUAL HELP VILLAGE, Bagumbong,Caloocan Foreclosed Residential Lot",3863000.0,land,0.0,0.0,0.0,434.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,3863000.0 land 0.0 0.0 0.0 434.0,CR,bagumbong caloocan,**
"Bagumbong, Caloocan",https://www.lamudi.com.ph/projects/bankers-village-caloocan/residential-lot-for-sale-in-bankers-village-north-170538816640/,LA654B49F35A3C6PH,"Residential Lot for Sale in Bankers Village, North Caloocan Corner Lot ",7000000.0,land,0.0,0.0,0.0,676.0,"Lot size 676sqm Residential Lot in Bankers Village, North Caloocan Corner Lot ",Gilladoga Realty Services Inc.,https://www.lamudi.com.ph/gilladoga-realty-inc-agn-852310/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,7000000.0 land 0.0 0.0 0.0 676.0,CR,bagumbong caloocan,1800
"Grace Park East, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/for-sale-spacious-commercial-lot-in-caloocan-city-along-edsa-ds882626/,LA6295B77A737AFPH,For Sale Spacious Commercial Lot in Caloocan City along Edsa DS882626,237500000.0,land,0.0,0.0,0.0,625.0,"Code DS882626 Category For Sale Project Commercial Lot City Caloocan City Size 625 sqm Price Per Sqm Php 380,000.00 Selling Price Php 237,500,000.00 Details of the Unit Vacant lot Along EDSA Ideal for commercial buildings Nea",Top Realty Corporation Commercial Property,https://www.lamudi.com.ph/top-realty-corporation-commercial-agn/,FULLY VERIFIED,Caloocan,120.9905434,14.6514006,Monumento,0.790786555433662,n12297138761,0.635062780590986,n255066691,0.261535047861406,North Mall,0.698302233073698,w40941344,0.414119972220873,15,10,2,15,237500000.0 land 0.0 0.0 0.0 625.0,CR,grace park east caloocan,1800
"Kaybiga, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/industrial-warehouse-for-sale-in-mindanao-avenue-near-nlex/,CO5C7F86F49A928PH,Industrial lot For SALE in Mindanao Avenue near NLEX,54925000.0,land,0.0,0.0,0.0,845.0,"This lot is suitable for warehouse in a prime location is now open for acquisition. Make this investment a top choice to maximize your trade. Further, ideal for the storage of goods and supplies to cater to operations in Metro Manila. It is accessible vi",Bernard John Calata,https://www.lamudi.com.ph/bernard-john-calata/,FULLY VERIFIED,Caloocan,121.0127225,14.7194852,Roosevelt,6.90529997261877,n10285777978,0.434095780655371,n255058913,0.599474482556458,One Mall Valenzuela,3.74717939515429,n9495871210,0.602612849234131,3,3,0,5,54925000.0 land 0.0 0.0 0.0 845.0,CR,kaybiga caloocan,21000
"Grace Park East, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/office-warehouse-building-near-c3-near-skyway-and-166113297275/,CO6302E0AC2C2E5PH,"Office Warehouse Building near C3,near Skyway and EDSA Prime Location",150000000.0,commercial,0.0,0.0,1600.0,650.0,"Two 3 Storey Building with Big Warehouse Lot Area 650 sqm Floor Area 1600 sqm Bedroom 6 Car Garage 12 with existing office, residential, huge space for warehouse or storage Prime Location for your business! Near Caloocan City Hall, C3 Edsa and Skyw",Grace Luciano,https://www.lamudi.com.ph/grace-luciano-grace-luciano-agn/,FULLY VERIFIED,Caloocan,120.9905434,14.6514006,Monumento,0.790786555433662,n12297138761,0.635062780590986,n255066691,0.261535047861406,North Mall,0.698302233073698,w40941344,0.414119972220873,15,10,2,15,150000000.0 commercial 0.0 0.0 1600.0 650.0,CR,grace park east caloocan,21000
"Santa Quiteria, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/for-sale-34-980-35-sqm-lot-in-santa-quiteria-tulla-166021552185/,LA62F4E0E1EB573PH,"For Sale 34, 980.35 sqm Lot in Santa Quiteria, Tullahan, Caloocan City",979449800.0,land,0.0,0.0,0.0,34980.35,"Location of Property Santa Quiteria, Tullahan, Caloocan City Land Area 34,980.35 sqms. Sale Price Php18,000 sq.m Php 629,626,300.00 negotiable upon offer Terms of Payment Open for term payment upon agreed offer letter Description of Property Resi",Rebecca Dumip-Ig,https://www.lamudi.com.ph/realtor-rebecca-dumip-ig-agn/,FULLY VERIFIED,Caloocan,121.004397,14.686527,Balintawak,3.22439180208455,n4603000096,0.34133289712899,n255071258,1.08654503382606,YIC City Square,0.343626949429823,w598327356,0.300949034127088,1,0,2,9,979449800.0 land 0.0 0.0 0.0 34980.35,CR,santa quiteria caloocan,18000
"Grace Park East, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/commercial-lot-for-sale-in-caloocan-city-along-eds-166028391169/,LA62F5EC07BC6E9PH,"Commercial Lot for Sale in Grace Park East, Caloocan City along EDSA",237500000.0,land,0.0,0.0,0.0,625.0,"Code DS882626 Category For Sale Project Commercial Lot City Caloocan City Size 625 sqm Price Per Sqm Php 380,000.00 Selling Price Php 237,500,000.00 Details of the Unit Vacant lot Along EDSA Ideal for commercial buildings Ne",Top Realty Corporation Commercial Property,https://www.lamudi.com.ph/top-realty-corporation-commercial-agn/,FULLY VERIFIED,Caloocan,120.9905434,14.6514006,Monumento,0.790786555433662,n12297138761,0.635062780590986,n255066691,0.261535047861406,North Mall,0.698302233073698,w40941344,0.414119972220873,15,10,2,15,237500000.0 land 0.0 0.0 0.0 625.0,CR,grace park east caloocan,132000
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/1-463-sqm-residential-lot-for-sale-in-barangay-171-170116135280/,CO6305D1378BAA0PH,"1,463 sqm Residential Lot For Sale in Barangay 171, Bagumbong, Caloocan City",20000000.0,land,0.0,0.0,0.0,1463.0,"Our residential lot with existing warehouse and office space is located along Gladiola Drive, 5 blocks from Saranay Road, in Barangay 171 Bagumbong Caloocan City Property Description Lot area 1463 square meters Frontage 30 meters With existing warehou",Janice S. De Jesus,https://www.lamudi.com.ph/janice-de-jesus-jsdjesusyahoocom/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,20000000.0 land 0.0 0.0 0.0 1463.0,CR,bagumbong caloocan,57000
"Camarin, Caloocan",https://www.lamudi.com.ph/projects/amparo-subdivision/for-sale-vacant-lot-in-caloocan-amparo-subdivision-170772887860/,LA64FED9DEF0BD0PH,"For Sale, Vacant Lot in Caloocan, Amparo Subdivision 686 sqm",8232000.0,land,0.0,0.0,0.0,686.0,"Code DS88 001518 Category For Sale Project Amparo Subdivision City Caloocan Size 686 sqm Price per sqm Php 12,000 Selling Price Php 8,232,000.00 Gross Details of the property Clean title If you re interested in BUYING this property or wis",Jackson Lim,https://www.lamudi.com.ph/jackson-lim/,FULLY VERIFIED,Caloocan,121.04376,14.75791,Roosevelt,11.3628119919057,n10285777980,0.0924132263327219,w530280724,0.59771196498097,Rustan’s Supercenter,0.203819785318186,w1013121402,0.0852815561488925,2,4,1,12,8232000.0 land 0.0 0.0 0.0 686.0,CR,camarin caloocan,18000
"Amparo, Caloocan",https://www.lamudi.com.ph/projects/amparo-subdivision/686sqm-vacant-residential-lot-for-sale-in-amparo-s-170451291561/,LA650A873B7F040PH,"686sqm Vacant Residential Lot For Sale in Amparo Subdivision, Caloocan City",8232000.0,land,0.0,0.0,0.0,686.0,"Code DS88 001518 Category For Sale Project Amparo Subdivision City Caloocan City Size 686 sqm Price per sqm 12,000 Selling Price 8,232,000 Gross Details of the Property Clean Title Vacant Lot For Inquiries Viewings Jackson Lim Pr",Jackson Lim,https://www.lamudi.com.ph/jackson-lim/,FULLY VERIFIED,Caloocan,121.0769537,14.7471848,Roosevelt,11.5935890362897,n7535900394,1.4685249857551,n255061867,1.3161437576114,SM City Fairview,2.50990188328875,w873447606,0.342505456167821,0,0,0,5,8232000.0 land 0.0 0.0 0.0 686.0,CR,amparo caloocan,**
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/msg-03-0260-perpetual-help-village-bagumbong-caloo-17066073351/,LA65B8C2E72D6E3PH,"MSG 03 0260 PERPETUAL HELP VILLAGE, Bagumbong,Caloocan Foreclosed Residential Lot",3646000.0,land,0.0,0.0,0.0,392.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,3646000.0 land 0.0 0.0 0.0 392.0,CR,bagumbong caloocan,**
"Tala, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/for-sale-commercial-lot-along-quirino-highway-calo-168535330676/,LA647412130064FPH,"For Sale Commercial Lot along Quirino Highway, Caloocan City",243660000.0,land,0.0,0.0,0.0,4061.0,"This commercial lot covered by clean titles has a frontage of 68 meters along Quirino Highway in Caloocan City. The rear portion of the property is 85 meters and is along a subdivision road. Lot area 4,061 sq.m. Selling price P60,000 per sq.m. P243,",Manley Salazar,https://www.lamudi.com.ph/manley-salazar/,FULLY VERIFIED,Caloocan,121.08186,14.76802,Roosevelt,13.8583631085064,n10298155440,0.282979909161825,w304117640,0.372688695648725,Rustan’s Supercenter,4.3192211053038,w250878420,0.348222300499453,3,2,0,6,243660000.0 land 0.0 0.0 0.0 4061.0,CR,tala caloocan,**
"Bagumbong, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/msg-03-0255-perpetual-help-village-bagumbong-caloo-170660733053/,LA65B8C2E210AAFPH,"MSG 03 0255 PERPETUAL HELP VILLAGE, Bagumbong,Caloocan Foreclosed Residential Lot",4539000.0,land,0.0,0.0,0.0,510.0,"All properties are offered on As is, Where is basis. Titles of properties are either under Seller s name or under various stages of consolidation in the Seller s name. Interested parties are therefore advised to check the title, the physical an",MSGRDC Alquileta,https://www.lamudi.com.ph/my-saving-grace-realty-development-corp/,FULLY VERIFIED,Caloocan,121.0176813,14.7514674,Roosevelt,10.391330191022,n2456432699,2.65106015041577,w796759425,2.22717392585057,Rustan’s Supercenter,2.84423322734759,n10798608696,0.575790537309688,0,0,0,3,4539000.0 land 0.0 0.0 0.0 510.0,CR,bagumbong caloocan,1800
"Amparo, Caloocan",https://www.lamudi.com.ph/projects/amparo-subdivision/prime-lot-for-sale-in-caloocan-city-at-amparo-subd-169441951681/,LA64FECA3C0AD55PH,Prime Lot for Sale in Caloocan City at Amparo Subdivision 12k sqm,8376000.0,land,0.0,0.0,0.0,698.0,"Code DS88 001519 Category For Sale Project Amparo Subdivision City Caloocan Size 698 sqm Price per sqm Php 12,000 Selling Price Php 8,376,000.00 Gross Details of the property Clean title If you re interested in BUYING this property or",Jackson Lim,https://www.lamudi.com.ph/jackson-lim/,FULLY VERIFIED,Caloocan,120.99083,14.65739,Monumento,0.825940128939212,n3601560832,0.280760405243229,n255050207,0.138595840463949,North Mall,0.708891418407133,w40941344,0.295216493240611,14,7,3,15,8376000.0 land 0.0 0.0 0.0 698.0,CR,amparo caloocan,35000
"Deparo, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/deparo-caloocan-lot-a-builder-and-developer-s-drea-171463404091/,LA64DF5CBFEEFA2PH,Deparo Caloocan Lot A Builder and Developer s Dream Opportunity!,3600000.0,land,0.0,0.0,0.0,292.0,"Rush Sale Seize the chance to own a versatile vacant lot in the heart of Deparo Caloocan. Perfect for constructing a modern apartment complex, elegant townhouses, or a serene retirement home. Strategic Location Nestled at a crossroads of convenience, t",Apphia Realty,https://www.lamudi.com.ph/apphia-realty/,FULLY VERIFIED,Caloocan,121.0204681,14.738791,Roosevelt,8.98246784641458,n10285777984,2.05383617453091,w796759425,1.28639393246835,Rustan’s Supercenter,3.14588656454041,n10889215132,0.223599820429693,0,0,0,12,3600000.0 land 0.0 0.0 0.0 292.0,CR,deparo caloocan,170000
"Baesa, Caloocan",https://www.lamudi.com.ph/buy/metro-manila/caloocan/1-033sqm-lot-area-warehouse-for-sale-in-baesa-calo-166244331471/,CO6316DF3211A39PH,"1,033sqm lot area Warehouse for Sale in Baesa, Caloocan",38000000.00000001,commercial,0.0,0.0,0.0,1033.0,"Warehouse for Sale in Baesa, Caloocan Category For Sale Type Industrial Lot area 1,033sqm 3 phase clean title updated Tax dec Not pasable for 40ft Trailer or container truck only Drop side truck, close van and regular size tru",CTY Real Estate,https://www.lamudi.com.ph/centricity-corp-433339/,FULLY VERIFIED,Caloocan,121.0114234,14.6703158,Balintawak,1.6541972965121,n10181905287,1.27515791602101,r14604339,0.440898347378446,S&R Membership Shopping - Congressional,1.4360035402756,w1059442081,0.22439254189729,0,2,0,8,38000000.00000001 commercial 0.0 0.0 0.0 1033.0,CR,baesa caloocan,223000
